replicate,pos,y_bin,y_um,median_intensity,corrected_intensity
replicate_4,pos36,18,27.75,266.74603174603175,105.41643573506968
replicate_4,pos36,19,29.25,249.28735632183907,87.957760310877
replicate_4,pos36,20,30.75,241.58436781609197,80.25477180512989
replicate_4,pos36,21,32.25,241.43078460769615,80.10118859673409
replicate_4,pos36,22,33.75,233.43710317460318,72.1075071636411
replicate_4,pos36,23,35.25,225.92592592592592,64.59632991496386
replicate_4,pos36,24,36.75,219.54839743589744,58.21880142493538
replicate_4,pos36,25,38.25,215.28070175438597,53.95110574342391
replicate_4,pos36,26,39.75,207.8421052631579,46.51250925219583
replicate_4,pos36,27,41.25,208.90235690235687,47.57276089139481
replicate_4,pos36,28,42.75,209.23684210526315,47.90724609430109
replicate_4,pos36,29,44.25,212.84337349397592,51.513777483013854
replicate_4,pos36,30,45.75,210.74285714285713,49.41326113189507
replicate_4,pos36,31,47.25,217.19945652173914,55.86986051077706
replicate_4,pos36,32,48.75,226.2985185185185,64.96892250755646
replicate_4,pos36,33,50.25,230.73430353430354,69.40470752334147
replicate_4,pos36,34,51.75,234.50602409638552,73.17642808542345
replicate_4,pos37,0,0.75,277.0111111111111,115.68151510014906
replicate_4,pos37,1,2.25,320.5735294117647,159.24393340080263
replicate_4,pos37,2,3.75,352.0357142857143,190.7061182747522
replicate_4,pos37,3,5.25,369.7454194792672,208.4158234683051
replicate_4,pos37,4,6.75,377.92063492063494,216.59103890967287
replicate_4,pos37,5,8.25,368.89133986928107,207.56174385831898
replicate_4,pos37,6,9.75,364.95238095238096,203.6227849414189
replicate_4,pos37,7,11.25,350.6928205128205,189.36322450185844
replicate_4,pos37,8,12.75,317.2506053268765,155.92100931591443
replicate_4,pos37,9,14.25,311.47433132010354,150.14473530914148
replicate_4,pos37,10,15.75,292.8403571428571,131.51076113189507
replicate_4,pos37,11,17.25,275.18985507246373,113.8602590615017
replicate_4,pos37,12,18.75,257.2577118897874,95.92811587882531
replicate_4,pos37,13,20.25,255.08928571428572,93.75968970332366
replicate_4,pos37,14,21.75,260.9620383036936,99.63244229273153
replicate_4,pos37,15,23.25,244.4727438706312,83.14314785966914
replicate_4,pos37,16,24.75,225.925,64.59540398903793
replicate_4,pos37,17,26.25,221.14393939393938,59.81434338297733
replicate_4,pos37,18,27.75,220.21781464118283,58.88821863022075
replicate_4,pos37,19,29.25,216.46938775510205,55.139791744139984
replicate_4,pos37,20,30.75,205.07471264367814,43.74511663271609
replicate_4,pos37,21,32.25,202.86111111111111,41.53151510014905
replicate_4,pos37,22,33.75,201.66532258064515,40.33572656968309
replicate_4,pos37,23,35.25,198.11738616203428,36.787790151072215
replicate_4,pos37,24,36.75,195.6984126984127,34.368816687450646
replicate_4,pos37,25,38.25,199.6338028169014,38.304206805939344
replicate_4,pos37,26,39.75,205.54237288135593,44.21277687039387
replicate_4,pos37,27,41.25,209.93975903614455,48.61016302518249
replicate_4,pos37,28,42.75,213.30717054263562,51.97757453167357
replicate_4,pos37,29,44.25,210.58620689655172,49.25661088558965
replicate_4,pos37,30,45.75,202.42000000000002,41.09040398903794
replicate_4,pos37,31,47.25,210.3108108108108,48.98121479984874
replicate_4,pos37,32,48.75,208.4406779661017,47.11108195513964
replicate_4,pos37,33,50.25,213.7032967032967,52.37370069233464
replicate_4,pos37,34,51.75,216.66197183098592,55.332375820023856
replicate_4,pos38,0,0.75,324.27536231884056,162.9457663078785
replicate_4,pos38,1,2.25,349.8059701492537,188.47637413829165
replicate_4,pos38,2,3.75,376.5846153846154,215.25501937365334
replicate_4,pos38,3,5.25,424.02333161777324,262.6937356068112
replicate_4,pos38,4,6.75,400.6516731855715,239.32207717460943
replicate_4,pos38,5,8.25,419.08145539906104,257.751859388099
replicate_4,pos38,6,9.75,427.65164835164836,266.3220523406863
replicate_4,pos38,7,11.25,391.8218916857361,230.49229567477403
replicate_4,pos38,8,12.75,375.6,214.27040398903796
replicate_4,pos38,9,14.25,380.167292057536,218.83769604657394
replicate_4,pos38,10,15.75,334.55,173.22040398903795
replicate_4,pos38,11,17.25,321.0135135135135,159.68391750255142
replicate_4,pos38,12,18.75,313.0994115174443,151.76981550648225
replicate_4,pos38,13,20.25,292.171568627451,130.84197261648893
replicate_4,pos38,14,21.75,281.4876464998416,120.15805048887955
replicate_4,pos38,15,23.25,271.67857142857144,110.34897541760938
replicate_4,pos38,16,24.75,254.55232558139534,93.22272957043329
replicate_4,pos38,17,26.25,231.26315789473685,69.93356188377479
replicate_4,pos38,18,27.75,223.37444444444446,62.044848433482386
replicate_4,pos38,19,29.25,224.5910513141427,63.261455303180625
replicate_4,pos38,20,30.75,223.0652709359606,61.73567492499852
replicate_4,pos38,21,32.25,228.33382066276806,67.00422465180598
replicate_4,pos38,22,33.75,221.0796370967742,59.75004108581214
replicate_4,pos38,23,35.25,211.51385869565217,50.1842626846901
replicate_4,pos38,24,36.75,221.67948717948718,60.34989116852512
replicate_4,pos38,25,38.25,211.37331701346392,50.04372100250184
replicate_4,pos38,26,39.75,221.65851449275362,60.328918481791575
replicate_4,pos38,27,41.25,215.2,53.870403989037925
replicate_4,pos38,28,42.75,208.1578947368421,46.828298725880046
replicate_4,pos38,29,44.25,213.0879120879121,51.758316076950024
replicate_4,pos38,30,45.75,212.1203888334995,50.79079282253744
replicate_4,pos38,31,47.25,216.671875,55.342278989037936
replicate_4,pos38,32,48.75,224.2832080200501,62.95361200908805
replicate_4,pos38,33,50.25,226.42222222222225,65.09262621126018
replicate_4,pos38,34,51.75,246.98840413318027,85.65880812221819
replicate_4,pos39,0,0.75,277.45569620253167,116.1261001915696
replicate_4,pos39,1,2.25,328.79751275510205,167.46791674413998
replicate_4,pos39,2,3.75,342.1063829787234,180.77678696776132
replicate_4,pos39,3,5.25,371.1764705882353,209.84687457727324
replicate_4,pos39,4,6.75,373.6039990936898,212.27440308272776
replicate_4,pos39,5,8.25,391.7037037037037,230.37410769274163
replicate_4,pos39,6,9.75,383.6025641025641,222.27296809160205
replicate_4,pos39,7,11.25,379.95238095238096,218.6227849414189
replicate_4,pos39,8,12.75,355.20636889991727,193.87677288895523
replicate_4,pos39,9,14.25,322.1313652326602,160.80176922169815
replicate_4,pos39,10,15.75,312.0833333333333,150.75373732237125
replicate_4,pos39,11,17.25,296.0805152979066,134.75091928694454
replicate_4,pos39,12,18.75,301.6735115167319,140.3439155057698
replicate_4,pos39,13,20.25,288.4166666666667,127.08707065570462
replicate_4,pos39,14,21.75,270.25080128205127,108.9212052710892
replicate_4,pos39,15,23.25,253.01146616541357,91.6818701544515
replicate_4,pos39,16,24.75,235.02702702702703,73.69743101606497
replicate_4,pos39,17,26.25,229.22506467375683,67.89546866279476
replicate_4,pos39,18,27.75,218.7741935483871,57.44459753742504
replicate_4,pos39,19,29.25,223.45,62.120403989037925
replicate_4,pos39,20,30.75,213.5581395348837,52.228543523921644
replicate_4,pos39,21,32.25,211.12760416666669,49.79800815570462
replicate_4,pos39,22,33.75,207.1384615384615,45.80886552749945
replicate_4,pos39,23,35.25,207.85897435897436,46.5293783480123
replicate_4,pos39,24,36.75,205.42424242424244,44.09464641328037
replicate_4,pos39,25,38.25,206.50908521303262,45.17948920207054
replicate_4,pos39,26,39.75,201.2258064516129,39.89621044065083
replicate_4,pos39,27,41.25,196.5,35.170403989037936
replicate_4,pos39,28,42.75,200.5148977604674,39.18530174950533
replicate_4,pos39,29,44.25,200.49180327868856,39.1622072677265
replicate_4,pos39,30,45.75,199.35616438356163,38.02656837259957
replicate_4,pos39,31,47.25,204.7007575757576,43.37116156479553
replicate_4,pos39,32,48.75,204.85185185185185,43.522255840889784
replicate_4,pos39,33,50.25,214.78947368421052,53.45987767324846
replicate_4,pos39,34,51.75,225.542194092827,64.21259808186493
replicate_4,pos8,0,0.75,282.3604202401372,121.03082422917515
replicate_4,pos8,1,2.25,341.1877450980392,179.85814908707715
replicate_4,pos8,2,3.75,365.4,204.0704039890379
replicate_4,pos8,3,5.25,365.75,204.42040398903794
replicate_4,pos8,4,6.75,372.6433333333333,211.31373732237128
replicate_4,pos8,5,8.25,344.6774193548387,183.34782334387666
replicate_4,pos8,6,9.75,336.6619718309859,175.33237582002386
replicate_4,pos8,7,11.25,319.32758620689657,157.9979901959345
replicate_4,pos8,8,12.75,302.4561403508772,141.12654433991514
replicate_4,pos8,9,14.25,314.23809523809524,152.90849922713318
replicate_4,pos8,10,15.75,300.10375,138.77415398903796
replicate_4,pos8,11,17.25,285.2830188679245,123.95342285696245
replicate_4,pos8,12,18.75,278.8666666666667,117.53707065570461
replicate_4,pos8,13,20.25,267.794384057971,106.46478804700894
replicate_4,pos8,14,21.75,270.2105263157895,108.88093030482742
replicate_4,pos8,15,23.25,260.6666666666667,99.33707065570462
replicate_4,pos8,16,24.75,264.9647058823529,103.63510987139085
replicate_4,pos8,17,26.25,263.015625,101.68602898903794
replicate_4,pos8,18,27.75,268.0,106.67040398903794
replicate_4,pos8,19,29.25,254.45070422535213,93.12110821439006
replicate_4,pos8,20,30.75,241.0206349206349,79.69103890967286
replicate_4,pos8,21,32.25,231.86708019494904,70.53748418398698
replicate_4,pos8,22,33.75,223.3375,62.00790398903794
replicate_4,pos8,23,35.25,220.8064233064233,59.47682729546126
replicate_4,pos8,24,36.75,214.8448275862069,53.515231575244826
replicate_4,pos8,25,38.25,214.21818181818185,52.88858580721978
replicate_4,pos8,26,39.75,219.65217391304347,58.322577902081406
replicate_4,pos8,27,41.25,222.50131362889982,61.17171761793776
replicate_4,pos8,28,42.75,215.89447938504543,54.564883374083365
replicate_4,pos8,29,44.25,215.75438596491227,54.42478995395021
replicate_4,pos8,30,45.75,211.84901277584206,50.51941676487999
replicate_4,pos8,31,47.25,217.1045321637427,55.774936152780626
replicate_4,pos8,32,48.75,214.46953467954347,53.139938668581394
replicate_4,pos8,33,50.25,215.15555555555557,53.8259595445935
replicate_4,pos8,34,51.75,221.54558527466207,60.21598926370001
replicate_5,pos0,0,0.75,299.0016227180528,137.67202670709068
replicate_5,pos0,1,2.25,358.90909090909093,197.57949489812887
replicate_5,pos0,2,3.75,398.1372549019608,236.8076588909987
replicate_5,pos0,3,5.25,418.36206896551727,257.0324729545552
replicate_5,pos0,4,6.75,454.2680045011253,292.9384084901632
replicate_5,pos0,5,8.25,439.8125,278.48290398903794
replicate_5,pos0,6,9.75,472.59722222222223,311.26762621126016
replicate_5,pos0,7,11.25,448.58980521123203,287.26020920026997
replicate_5,pos0,8,12.75,456.768115942029,295.43851993106693
replicate_5,pos0,9,14.25,482.515625,321.18602898903794
replicate_5,pos0,10,15.75,454.06944444444446,292.7398484334824
replicate_5,pos0,11,17.25,449.55555555555554,288.2259595445935
replicate_5,pos0,12,18.75,411.17105263157896,249.8414566206169
replicate_5,pos0,13,20.25,378.9387755102041,217.60917949924203
replicate_5,pos0,14,21.75,357.6649350649351,196.335339053973
replicate_5,pos0,15,23.25,353.86486486486484,192.53526885390278
replicate_5,pos0,16,24.75,349.9795918367347,188.64999582577263
replicate_5,pos0,17,26.25,328.5869565217391,167.25736051077706
replicate_5,pos0,18,27.75,288.7409090909091,127.41131307994704
replicate_5,pos0,19,29.25,281.2351449275362,119.90554891657416
